pulp_to_mixing_tank23,flow_after_machine_chest21,level_condensate_bucket1_valve_position,steam_group3_pressure,steam_group4under_pressure,pressure_yankee_cylinder,steam_group5under_pressure,steam_pressure5_over,pressure_condensate_bucket5,production_paper_machine2,dry_production_vira,steamflow
181.7,2981.1,37.859,246.9,261.4,262.32,261.46,262.09,80.875,11.209,165.79,19.145
180.31,2981.1,39.743,239,254.51,253.98,254.93,254.42,72.625,11.215,165.82,19.118
180.6,2982.6,37.429,241.86,257.31,256.91,257.02,257.11,76.429,11.207,164.99,19.118
180.01,2962.4,37.062,235.13,250.48,250.22,250.62,250.6,70,11.231,166.44,18.452
183.29,3019,49.298,234.44,250.48,248.26,250.58,250.38,70.681,11.231,165.49,18.904
183.94,3025.5,41.143,234.53,250.6,250.61,250.58,250.38,68.375,11.234,166.84,18.885
183.91,3022.8,36.455,234.53,250.51,249.78,250.58,249.09,68.375,11.243,165.86,18.642
181.96,3022.8,37.825,235.26,250.51,250.8,250.82,249.99,69.125,11.213,165.57,19.035
188.13,3083.6,37.798,239.34,253.86,254.21,253.7,254.1,73.113,11.19,164.55,19.011
186.58,3065,37.837,238.8,253.72,254.14,254.08,253.94,72.375,11.276,166.03,19.011
185.56,3046.9,36.376,237.48,252.55,251.9,252.25,252.39,71.875,11.159,162.82,19.021
189.69,3110.4,40.136,245.74,260.48,260.87,260.58,261.19,78.031,11.217,164.41,19.13
180.31,2962,55.256,246.01,260.87,261.1,260.58,260.78,79.93,11.233,163.92,19.476
173.1,2847.2,37.536,231.78,246.95,247.03,246.92,246.8,68.312,11.168,165.24,18.567
178.34,2921.5,35.238,229.81,245.81,245.21,245.49,245.87,64.586,11.184,166.38,18.711
179.98,2945.4,38.051,230.67,245.53,245.15,244.46,245.07,66.095,11.206,166.44,19.041
180.8,2964.3,36.579,231.99,247.16,247.33,247.55,247.42,66.698,11.23,164.27,19.035
179.45,2959.8,32.852,232.05,247.31,247.33,247.55,247.42,69.25,11.2,165.41,18.905
181.28,2977.6,37.361,232.05,247.31,246.92,247.21,247.25,65,11.191,165.79,18.917
184.7,3031.9,36.855,234.55,249.46,249.41,249.72,250.02,68.571,11.422,169.51,19.119
185.36,3060.3,38.052,239.41,255.12,255.67,254.81,254.94,72.375,11.511,169.53,19.113
185.84,3070.7,39.098,248.25,263.03,262.44,263.31,262.81,80.375,11.454,167.57,19.121
185.84,3070.7,37.654,242.27,257.34,256.91,257.79,257.13,76.25,11.485,170.57,19.121
177.92,2928.4,41.823,242.43,258.56,258.19,258.01,258.18,77,11.491,169.96,19.219
179.85,2957.9,53.046,242.43,258.56,258.19,258.01,258.18,77,11.452,171.13,20.023
181.27,2976.4,37.927,242.13,256.62,257.02,256.96,257,75.5,11.52,171.13,18.897
182.43,3013,37.745,247.93,263.18,263.09,262.99,263.17,82.5,11.535,171.18,19.204
181.93,3000.5,40.256,248.33,264.01,263.68,263.95,264.04,83,11.616,171.37,19.293
181.45,2985,40.256,244.8,259.71,260.38,259.8,260.23,78.375,11.499,167.96,18.966
183.88,3017.5,40.729,244.8,255.34,260.38,259.8,260.23,74.375,11.509,170.66,18.508
187.41,3089.5,44.633,245.55,260.89,260.56,260.5,260.27,94,11.764,175.02,19.607
186.86,3075.7,44.659,235.85,251.69,250.67,251.57,251.32,96.5,11.739,175.04,18.85
181.31,2984.4,42.788,240.87,256.15,255.74,256.59,256.36,96.625,11.739,169.74,18.796
182.88,3013.6,43.507,240.45,255.65,255.01,255.78,255.68,96.625,11.743,168.42,18.664
181.65,2993.1,44.184,245.78,260.51,260.73,260.36,261.06,96.625,11.728,168.45,18.75
176.51,2917.6,45.45,249.41,264.61,264.71,264.43,264.37,96.75,11.726,171.6,18.933
178.59,2943.6,45.45,254.74,269.61,269.42,269.33,269.2,96.75,11.766,174.56,18.956
180.64,2972.5,44.903,240.37,255.52,255.28,255.25,255.26,97.125,11.692,174.69,18.956
182.41,3007,53.955,239.16,254.32,253.86,254.55,253.64,94.25,11.692,173.5,19.051
182.34,3007.4,46.288,237.67,254.14,253.18,254.55,252.4,93.625,11.692,170.94,18.783
181.19,2977.8,78.954,238.76,254.14,253.61,254.67,253.88,96,11.521,169.23,18.626
186,3065.3,39.419,225.62,240.06,240.89,240.57,240.91,86.492,11.66,167.72,18.657
194.75,3223.5,39.419,229.22,245.09,244.39,245.05,245.08,87.75,11.698,182.28,18.35
194.08,3204.6,38.268,222.15,237.18,237.23,237.34,237.35,83.625,11.703,181.28,17.755
196.72,3238.8,42.02,234.2,248.77,249.21,248.83,249.1,94,12.044,191.37,19.145
201.11,3316.5,35.586,216.8,231.7,230.81,231.38,231.49,74.875,12.093,191.01,19.421
199.56,3289.9,34.116,207.15,222.43,229.83,222.19,222.42,74.875,12.141,191.07,19.005
197.56,3263,38.593,214.15,229.72,229.83,229.73,229.88,75.875,12.126,190.77,19.138
199.24,3280.9,39.749,213.01,227.97,228.31,227.56,227.31,72.625,12.028,189.18,18.636
171.65,2813.3,29.425,165.01,180.5,180.52,180.9,181.47,57.375,10.948,161.58,17.34
171.01,2816.6,32.544,167.23,181.61,180.7,181.73,181.5,59.186,11.044,161.14,17.879
170.98,2812.2,30.744,166.73,181.97,180.87,181.53,181.24,58.625,10.915,162.44,18.515
170.95,2827.7,38.452,176.96,192.75,191.95,192.78,192.4,70.625,10.943,163.6,18.24
163,2667.1,27.325,145.48,159.8,160.18,160.2,160.01,51.75,10.943,158.02,17.199
166.42,2721.4,32.538,155.44,170.3,170.69,170.71,170.61,60.125,10.972,161.04,18.581
163.66,2683.5,32.643,157.05,172.73,172.67,172.36,172.4,64,10.82,155.88,18.231
164.92,2709.4,36.119,164.07,177.32,179.33,179.4,179.25,72.625,10.946,155.14,18.379
191.04,3161.2,52.84,233.73,248.4,248.48,248.64,248.62,74.25,11.877,186,18.518
194.37,3209,40.279,233.73,248.4,248.48,248.64,248.62,70.125,11.867,186,19.085
192.09,3176.9,38.813,234.21,248.94,249.06,248.69,248.93,75.359,11.858,185.57,18.695
192.95,3177.6,41.708,230.71,246.14,245.95,246.31,246.69,74.375,11.837,184.96,18.68
190.91,3149,40.875,239.07,253.93,254.03,253.67,253.61,80.847,11.754,182.65,18.68
193.76,3209.9,45.042,253.67,268.74,268.77,268.56,269.05,94.625,11.739,181.61,18.733
186.21,3088.6,36.541,214.19,229.21,229.68,229.14,228.71,55.747,11.364,181.61,18.718
190.04,3142.3,40.266,235.55,251.07,250.95,251.12,251.02,76.625,11.462,175.67,18.718
184.1,3030.3,30.441,190.44,205,206.03,205.11,204.77,35.875,11.164,181.72,18.718
188.8,3104.3,30.814,227.63,242.5,242.3,242.42,242.17,69.5,11.386,181.83,18.798
186.54,3068.4,30.814,200.12,215.48,215.57,215.44,215.56,45,11.329,182.7,18.311
201.16,3317.6,58.295,242.06,257.02,257.21,257.46,257.58,85.75,12.171,195.96,19.107
203.14,3352.4,40.025,243.04,258.18,258.34,258.63,258.19,85.375,12.182,197.33,19.483
202.33,3333.3,47.886,243.04,258.18,258.34,258.63,258.19,97.375,12.227,193.43,19.639
201.27,3325.6,42.058,242.45,257.96,257.7,258.08,258.11,82.877,11.928,192.58,18.841
201.49,3339,39.462,241.31,256.01,256.85,256.35,256.11,82.737,12.046,192.54,19.063
202.1,3341.2,38.372,240.04,255.46,256.85,255.18,254.98,82.737,12.045,189.81,19.332
202.06,3315.6,38.113,241.95,256.48,256.9,256.57,256.37,84.125,11.938,186.54,19.293
200.19,3296.1,38.822,227.03,242.3,240.96,242.33,242.43,68.875,12.008,186.33,18.845
200.88,3323.8,42.69,236.47,251.29,251.52,251.06,251.21,77.875,12.015,186.33,19.093
202.63,3345,40.759,231.55,245.64,246.49,246,245.48,72.5,11.982,184.44,19.293
201.84,3345.4,34.442,215.72,230.29,230.87,230.42,230.58,56,12.035,184.28,18.928
201.57,3333.8,37.043,226.91,241.54,241.59,241.68,242.02,68.5,11.894,183.62,19.151
199.24,3301.1,36.156,221.49,237.3,236.8,237.58,237.19,64,11.898,182.94,18.86
197.6,3257.5,50.547,253.71,269.36,269.44,269.68,271.13,99.688,11.898,192.81,19.24
195.81,3254.9,43.618,249.07,264.38,264.09,264.32,264.16,91.875,11.896,191.36,19.24
197.04,3254.9,45.2,250.4,265.69,264.76,265.62,265.47,92,11.953,192.06,19.248
197.62,3255.5,48.541,259.96,275.03,275.64,274.98,274.6,96,11.917,193.46,19.458
196.81,3242.2,42.982,247.86,262.31,262.83,262.08,262.15,86.966,11.824,191.69,19.498
196.97,3239.1,38.467,233.48,249.09,248.57,249.03,249.16,76.903,11.842,192.09,19.142
181.76,3019.3,40.678,223.96,239.82,238.72,239.66,239.1,67.889,11.721,173.71,19.56
183.45,3030.6,34.948,225.49,239.94,240.28,239.98,239.93,69.25,11.824,177.17,19.408
189.7,3129,44.651,246.22,261.98,262.68,261.85,261.55,88.5,12.043,180.6,19.828
186.96,3083.4,36.506,231.24,246.76,247.12,247.01,247.42,74.707,12.108,181.29,19.517
194.61,3180.6,36.963,230.26,245.34,245.45,245.66,245.23,72,12.064,175.54,19.536
195.46,3183.7,38.848,239.13,254.71,253.67,254.2,254.37,80.25,12.145,177.93,19.371
192.24,3183.7,40.382,240.39,256.02,256.55,255.9,256.28,83.995,12.104,179.16,19.371
190.48,3142.8,40.511,241.94,257.3,257.22,257.97,258.15,85.375,12.027,182.25,19.368
191.59,3145.5,40.511,238.11,252.91,252.8,253.55,253.47,82,11.956,181.46,19.162
189.77,3134.6,40.844,238.21,253.68,253.89,254.13,254.04,81.5,12.065,184.51,19.483
190.07,3129.8,42.848,247.32,261.53,261.96,261.68,261.53,86.25,12.06,183.78,19.662
189.96,3096.9,42.768,244.24,259.5,260.25,258.77,259.14,84.875,12.084,182.87,19.661
189.96,3114.8,43.694,249.57,263.71,264.11,264.39,264.63,89.125,12.085,180.14,19.698
191.21,3153.5,42.09,249.52,264.97,265.14,264.57,265.11,93.375,11.967,181.37,19.482
190.97,3154.2,50.696,255.59,270.78,270.34,270.4,270.16,97.625,12.052,182.56,19.746
190.26,3144.4,49.732,239.95,255.03,255.05,255.49,255.54,81.625,12.012,182.79,19.414
188.14,3109.1,39.933,234.86,250.61,249.93,250.34,250.64,76.875,12.075,182.79,19.443
189.53,3113.1,37.642,233.39,247.85,248.91,248.27,248.18,76.75,11.957,176.32,19.461
191.31,3153.2,37.34,233.13,248.37,248.28,247.9,247.87,73.25,12.027,180.89,19.558
187.9,3106,37.848,241.9,256.41,256.44,256.75,256.41,81.625,12.027,182.36,19.585
186.4,3087.4,37.848,240.15,255.64,256.25,255.53,255.7,81.625,12.025,183.09,19.387
188.5,3116.5,38.183,240.15,255.64,256.25,255.53,255.7,81.875,12.025,182.06,19.675
186.85,3077.1,38.183,224.14,238.34,239.23,238.55,239.06,65,12.025,180.44,19.192
185.43,3062.9,34.874,218.09,233.4,233.31,233.65,234,61.125,12.006,179.74,19.084
189.45,3119,49.837,241.78,257.49,257.62,256.88,256.95,82.5,12.013,180.61,19.747
189.05,3112.9,45.621,248.41,263.09,263.21,263.82,264.09,87.875,11.947,180.43,19.802
178.69,2946.3,36.059,198.25,214.03,214.48,213.83,214.26,43.942,11.349,170.28,18.9
178.59,2942.5,40.767,224.28,239.1,238.93,239.35,239.24,67.875,11.317,171.51,19.43
179.93,2976.3,40.505,238.6,254.24,254.06,253.51,253.55,80.625,11.457,173.17,19.645
179.48,2972.6,39.368,238.79,253.36,253.56,253.99,253.55,81.75,11.424,172.75,19.623
179.36,2957,40.061,239.1,252.86,253.04,253.65,253.55,78.376,11.384,172.25,19.688
171.24,2815.8,36.298,216.32,230.41,230.97,230.92,231.12,58.337,11.244,163.25,18.226
171.35,2816.6,36.414,220.67,236.37,235.58,236.5,236.24,64.677,10.975,161.3,19.189
171.35,2816.6,37.242,224.6,239.46,238.82,236.73,239.12,66.875,11.111,157.89,19.291
169.14,2778.4,35.066,222.25,236.9,237.05,236.73,237.08,65.184,11.029,155.15,19.073
169.15,2790.4,39.709,226.88,240.51,241.43,241.1,241.2,67.25,11.056,155.39,19.38
168.17,2765.7,39.285,227.17,241.67,240.62,241.39,240.94,68.75,11.068,154.92,19.425
169.72,2800.7,36.667,228.52,243.88,244.06,244.18,244.31,71.625,11.061,154.49,19.208
169.52,2787,39.936,228.77,243.61,243.32,243.2,243.68,71.674,11.041,160.06,19.122
132.1,2167.2,37.991,127.41,142.02,142.73,142.84,143.16,16.75,9.6679,124.04,15.606
134.59,2193.6,33.576,154.81,169.66,169.51,169.93,169.58,41.375,9.6925,123.07,15.685
134.5,2200.2,27.214,158.38,173.37,174.31,173.06,174.09,45.5,9.7127,122.19,15.987
135.1,2219,30.566,160.24,175.86,174.95,175.13,175.14,49.75,9.7127,123.66,15.86
136.13,2224.2,27.855,162.09,176,176.88,176.62,177.13,49.5,9.7158,125.14,16.06
137.73,2257.7,31.262,170.94,186.17,186.16,185.83,186.21,58.875,9.6831,125.91,16.273
137.73,2257.7,31.98,178.66,193.31,193.71,193.66,194.07,67.25,9.6344,127.2,16.347
137.49,2257.3,34.425,185.55,201.52,200.38,200.85,200.99,74.75,9.6992,127.41,16.37
136.78,2239.1,32.452,186.4,201.28,202.95,202.28,201.6,76.125,9.6702,126.44,16.909
136.95,2246.5,38.954,197.52,213,204.38,213.56,213.44,76.375,9.602,127.21,17.027
137.62,2251.6,34.699,189.9,204.32,204.38,204.39,204.77,76.375,9.7057,127.12,16.252
137.39,2255,35.682,193.22,209.39,208.5,209.44,209.05,76.375,9.677,126.28,16.348
136.73,2250.8,33.244,193.22,205.91,205.33,209.09,208.6,75.75,9.6093,125.49,16.733
137.69,2251.2,34.929,193.27,208.59,207.66,209.09,208.6,80.375,9.6259,124.79,17.151
139.26,2295.1,39.803,211.07,227.38,227.87,226.81,226.67,92.875,9.709,126.84,17.068
139.22,2280.2,38.773,208.52,222.91,222.66,223.5,222.87,91.75,9.7326,126.08,16.812
138.76,2270.1,38.209,202.29,217.98,216.39,217.43,217.23,88.625,9.7205,126,16.74
138.58,2253.6,37.873,199.57,214.56,214.21,214.5,214.1,85.25,9.7497,125.17,16.733
138.21,2264.4,36.517,194.97,210.87,211.37,210.75,210.9,81.625,9.6705,124.51,16.79
137.62,2268.4,37.102,195.75,210.87,211.37,210.75,210.9,91,9.736,127.1,17.256
136.95,2251.3,41.368,195.75,209.84,210.95,210.67,210.58,70.5,9.703,126.75,16.595
137.85,2252.6,32.43,196.46,211.58,211.37,212.22,210.92,70.875,9.712,127.55,16.682
139.63,2276.3,32.061,196.25,212.43,211.42,211.33,211.66,68.39,9.7502,127.4,16.864
138.66,2277.4,32.044,188.67,203.76,203.65,202.91,203.05,63.125,9.6844,127.66,16.307
138.28,2277.4,32.044,192.61,208.86,207.31,208.52,208.08,67.223,9.7143,127.77,16.239
138.28,2296.6,33.16,198.36,208.86,213.49,208.97,208.87,67.223,9.7514,126.73,16.696
138.07,2270.4,30.671,193.45,208.76,208.49,208.97,208.87,66.375,9.6776,126.62,16.427
138.74,2276.7,35.793,202.3,217.26,217.72,217.16,209.87,78.25,9.7226,126.62,16.829
138.98,2268.2,32.278,202.3,217.26,217.72,210.29,217.76,77.75,9.6847,126.53,16.777
139.48,2288.3,35.12,202.68,218.08,217.76,218.39,218.3,77.75,9.7349,127.74,16.583
140.33,2298.5,36.898,210.22,225.57,225.81,225.39,224.25,82,9.7253,127.32,16.986
140.73,2298.2,37.054,209.83,225.01,225.04,224.9,224.95,83,9.7281,125.36,17.016
141.19,2310.1,34.062,205.7,220.96,221.45,220.93,220.04,79.375,9.714,125.14,17.205
141.27,2318.2,34.853,205,220.08,220.2,219.41,219.07,78.875,9.7359,124.34,17.205
139.75,2287.3,34.845,199.28,214.46,215.16,214.6,214.33,73.617,9.7279,124.21,16.765
139.23,2287.3,31.528,196.99,212.18,211.67,211.8,211.98,69.875,9.74,124.13,16.681
138.67,2286.6,31.672,196.25,211.54,210.94,211.2,210.75,71.081,9.7348,124.34,16.479
139.34,2286.8,34.037,202.39,217.63,217.38,217.46,217.85,76.375,9.7348,124.29,17.119
138.89,2275.1,100,223.47,238.24,238.33,237.88,238.46,59.046,9.7014,127.54,17.111
138.58,2275.1,43.63,209.73,225.43,225.56,225.82,225.22,48.375,9.7011,127.51,17.26
138.58,2277.8,45.917,227.62,242.86,243.09,242.71,242.62,66.625,9.7221,127.27,17.577
140.47,2300.9,37.241,233.69,248.57,248.12,248.26,248.8,70.875,9.75,128.41,17.654
140.15,2300.7,37.799,239.66,253.64,253.8,254.26,253.52,75.75,9.6929,129.04,17.908
141.03,2301.5,39.536,245.76,260.71,260.69,260.96,261.13,82.758,9.7387,130.21,17.933
140.32,2301.5,43.228,232.95,249.33,249.1,249.15,249.28,72.875,9.7481,130.18,17.522
133.95,2203,30.722,215.98,231.38,230.76,231.47,231.4,59.602,9.5463,124.23,17.508
135.3,2224,41.175,227.02,241.97,242.28,242.01,242.7,65,9.626,125.25,17.828
137.36,2250.8,36.456,241.63,255.72,256.87,256.36,256.11,78.25,9.645,125.14,18.571
137.76,2271.7,36.254,221.71,238.27,237.42,237.75,237.59,60.173,9.697,126.09,18.472
144.06,2362.3,43.711,258.61,274.34,274.59,272.7,270.11,94.337,10.079,131.76,19.023
149.44,2437.9,42.667,253.99,268.34,268.4,268.77,269.15,90.045,10.393,139.37,19.023
149.25,2445.7,48.318,249.62,264.2,263.71,264.35,265.45,84.912,10.414,139.93,19.064
149.66,2444.4,36.571,230.32,244.61,244.93,245.07,244.72,69.625,10.389,141.14,18.815
150.63,2463.5,40.779,233.39,248.24,248.86,248.9,248.76,71.125,10.428,141.67,19.126
146.91,2463.5,38.84,233.34,248.62,246.92,247.68,247.64,71.125,10.458,140.56,18.87
149.69,2468.7,43.21,228.5,248.16,243.03,247.54,247.64,66.346,10.296,140.93,18.261
148.2,2453.5,40.192,232.5,248.16,247.81,247.54,247.84,68.75,10.333,141.35,19.21
153.54,2524.5,37.407,235.01,248.16,247.81,247.85,247.85,73,10.38,144.67,19.048
153.63,2527.3,38.07,233.85,247.71,247.76,247.85,247.85,69.375,10.369,145.84,18.877
153.28,2518.3,39.633,233.85,247.71,253.29,247.85,248.41,75.375,10.391,144.27,19.127
153.28,2518.3,42.98,233.79,253.63,248.58,247.83,248.41,75.375,10.392,144.92,18.716
151.81,2503.4,41.542,239.19,247.9,248.58,248.1,248.41,75.625,10.392,144.79,19.522
151.81,2501.6,41.455,232.16,247.9,248.13,248.1,248.38,70.5,10.354,144.82,18.574
155.41,2567.6,41.455,236.57,251.29,250.7,250.3,250.51,73.875,10.579,144.82,18.614
158.1,2600.2,41.455,245.6,258.6,260.87,260.15,260.11,82.375,10.638,146.9,19.308
157.97,2593.5,41.407,241.16,255.93,257.16,256.4,256.57,78.5,10.796,149.11,19.337
158.49,2610.4,37.066,241.63,256.67,255.88,256.9,256.64,80.839,10.776,149.54,19.263
158.2,2615.1,39.481,240.24,256.66,255.48,255.52,255.17,74.625,10.811,151.03,19.209
158.18,2583.9,39.928,239.53,253.29,254.15,254.06,255,77.251,10.679,144.1,18.482
155.28,2562.8,39.928,236.28,251.24,251.36,251.66,251.98,72.875,10.709,143.01,18.984
154.28,2553.6,39.617,227.81,243.16,242.92,243.08,243.46,65.75,10.609,145.38,18.783
157,2587.7,39.617,232.06,247.85,246.96,246.75,246.94,70.75,10.744,148.65,18.875
159.96,2653.8,47.94,244.13,258.35,259.34,258.09,256.16,87.625,10.734,153.83,19.457
163.39,2679.6,41.672,242.44,257.83,257.19,258.04,257.47,81.566,10.641,155.21,19.586
163.42,2687.6,40.865,247.7,261.8,260.87,262.08,262.12,81.625,10.761,155.28,19.844
162.74,2681.1,50.304,249.43,263.48,263.53,264.13,263.93,92.368,10.761,155.28,19.386
162.74,2689.9,47.172,248.66,265.29,264.31,264.06,264.01,91.098,10.762,155.26,19.406
162.49,2668.8,51.217,247.51,262.89,263.02,262.9,262.44,89.625,10.753,155.29,19.702
162.66,2682.6,48.995,250.78,266.49,265.82,265.98,266.23,90.75,10.738,154.78,19.741
162.66,2686.8,39.785,232.96,248.71,247.82,247.54,247.67,75.269,10.73,154.5,19.344
162.66,2685.1,37.081,238.13,254.18,253.4,253.2,253.06,81.127,10.711,155.26,19.255
162.13,2672.1,37.742,246.01,261.04,261.71,261.89,261.97,87,10.709,154.87,19.74
163.7,2696.3,37.742,227,242.28,243.06,242.82,242.52,70.625,10.709,155.75,19.009
165.44,2729.3,41.135,229.27,243.92,245.24,244.67,245.04,71.23,10.959,155.77,19.115
165.44,2703.7,39.378,235.12,250.24,250.57,249.95,249.97,74.625,10.962,155.77,19.12
165.53,2712.8,40.785,232.33,248.12,247,247.94,247.99,73.885,10.945,156.87,18.958
161.99,2711.7,43.829,218.73,233.53,233.74,233.3,233.07,61.125,10.756,153.57,17.972
164.13,2711.7,41.603,251.38,266.84,266,266.32,266.96,93.545,10.786,155.94,19.574
164.13,2718.3,42.175,237.76,252.12,253.12,252.65,252.75,79.125,10.748,157.12,19.159
164.09,2700,38.482,241,256.68,255.72,256.18,256.13,83.875,10.755,155.48,19.234
162.12,2674.2,43.674,238.66,255.34,253.89,254.45,253.87,81.165,10.764,152.4,19.349
163.06,2694,44.741,237.8,252.27,252.26,252.78,252.18,81.113,10.763,149.03,19.381
162.67,2686.5,40.631,243.89,259.06,258.82,258.76,258.61,87.2,10.791,147.77,19.573
161.46,2663.8,40.79,245.27,259.5,260.23,260.13,260.3,85.974,10.787,147.37,19.571
163.15,2693.6,40.79,240.71,259.5,255.07,259.5,255.34,85.829,10.773,147.46,19.463
162.51,2691.8,37.772,243.59,260.17,255.07,255.5,259.26,85.829,10.824,146.94,19.463
162.61,2688.2,38.236,240.21,255.97,254.77,255.07,254.63,82.708,10.704,146.97,19.502
161.39,2664.9,38.327,221.58,238.36,237.55,237.25,237.24,63,10.669,146.42,19.002
161.73,2663.8,40.38,224,239.45,239.17,239.42,239.21,65.5,10.685,145.45,18.972
158.22,2624.3,29.742,202.05,216.74,216.86,216.45,217.02,45.365,10.541,144.32,18.534
160.13,2642.1,28.668,201.36,216.07,215.35,215.51,216.04,44.25,10.625,144.16,18.591
162.09,2674.3,36.141,214.39,229.07,229.72,228.9,229.2,58.25,10.68,148.84,18.592
162.9,2679.7,35.794,211.59,226.77,226.57,227.04,226.71,53.5,10.602,151.5,18.915
161.57,2668.8,36.569,216.17,231.87,231.24,230.81,231.77,57.25,10.643,149.88,18.92
160.9,2650.1,35.339,216.17,233.01,233.19,230.9,232.8,58.975,10.634,149.86,18.836
160.05,2644.2,35.81,216.15,233.01,230.87,230.9,232.8,58.375,10.614,149.99,18.795
161.34,2671.5,33.422,218.92,233.23,233.77,233.74,232.99,58.5,10.621,147.2,18.805
159.5,2638.8,34.121,217.51,232.03,233.77,231.7,231.55,58.875,10.612,145.67,18.805
158.94,2620.7,35.709,218.35,234.38,233.84,233.41,233.47,62.125,10.609,144.2,18.626
158.33,2620.2,32.263,202.88,217.78,218.35,217.54,218.11,45.125,10.642,142.54,18.557
158.54,2620.2,29.437,205.53,220.94,221.27,220.4,220.25,49.375,10.422,147.77,18.557
160.69,2666.9,56.145,233.7,247.91,248.7,248.47,249.5,73.875,10.519,151.63,19.103
160.75,2667.3,40.32,236,250.15,251.83,251.44,251.58,77.375,10.45,150.46,19.454
160.54,2658.4,37.002,239.36,254.34,254.51,254.62,254.34,80.143,10.453,150.99,19.636
157.99,2622.7,40.901,232.74,247.75,247.28,247.5,247.19,74.375,10.42,149.51,19.096
158.74,2622.7,52.087,237.11,252.55,250.87,251.36,251.38,79.125,10.397,146.78,19.479
154.95,2545.5,36.887,221.88,236.87,236.61,237.29,236.39,63.125,9.9957,141.09,18.843
153.52,2540.5,36.176,217.28,232.79,232.51,232.27,232.51,59.25,9.8996,140.24,18.373
153.84,2526.9,37.455,219.39,233.93,233.6,234.09,233.95,57.875,9.949,140.05,18.478
153.26,2531.9,62.147,277.2,291.93,294.31,286.2,287.43,97.125,9.8674,140.75,20.06
173.99,2889.9,42.337,230.36,245.52,244.95,245.29,245.56,73.125,10.383,156.64,17.406
173.38,2857,36.257,236.85,251.82,252.58,252.4,252.53,77.391,10.637,155.75,17.496
171.08,2828.6,41.155,237.2,252.15,251.79,251.76,251.72,78.742,10.588,152.82,18.233
176.16,2904.5,47.91,249.17,263.87,263.97,264.13,264.24,89.284,10.586,151.77,18.47
177.53,2936.5,51.849,248.24,263.38,263.11,263.64,263.5,91.375,10.608,153.03,18.462
173.57,2861.4,37.703,230.07,245.01,244.84,245.05,244.74,73.5,10.623,153.87,17.906
173.91,2913.4,37.954,231.76,247.1,246.66,247.21,247.05,74,10.632,153.37,18.346
173.91,2874.8,37.954,223.49,238.07,238.09,237.87,237.84,65.277,10.689,155.01,18.204
175.44,2901,38.27,215.2,229.8,229.63,229.75,229.78,56.625,10.851,157.57,18.495
175.44,2901,37.642,233.82,248.83,248.85,248.62,248.83,73.5,11.235,164.98,19.028
175.31,2889.4,37.736,234.16,248.57,249.36,248.2,248.96,75.392,11.272,164.98,18.815
177.68,2927.9,37.736,227.44,242.52,242.02,241.92,242.32,68,11.254,164.7,18.721
180.88,2990.2,36.882,228.16,243.78,243.13,242.88,243.21,68.5,11.287,166.19,18.843
179.18,2970.1,40.766,227.66,243.77,243.46,243.71,243.45,67.625,11.228,165.44,18.869
177.46,2931.5,42.261,238.02,253.35,253.32,253.5,253.79,81,11.235,164.13,18.814
176.59,2912,62.972,250.79,265.94,265.5,265.64,266.22,92.625,11.101,161.54,18.828
172.1,2856.1,48.376,253.47,268.53,268.24,268.72,268.25,93.79,10.824,154.97,19.039
172.01,2839,44.538,249.8,264.42,264.02,264.27,264,92.875,10.692,151.4,18.688
176.53,2914.4,49.672,260.13,275.2,274.94,274.55,274.74,96.25,10.592,156.66,19.243
176.93,2927.1,51.717,262.2,276.84,277.51,276.84,276.7,97.5,10.503,157.66,18.867
